nombre,precio_clp,precio_original_clp,en_oferta,descuento_pct,agotado,disponibilidad,descripcion,url
PLAGRON – Pure Zym (100 ml),6900,,,,,4,"DESCRIPCIÓN PLAGRON – Pure Zym (100 ml) es un mejorador de suelos a base de enzimas naturales. Promueve la descomposición acelerada de material vegetal muerto, así que liberan nutrientes adicionales que estimulan la vida del suelo. Pure Zym también aumenta la capacidad de absorber oxígeno. Características de PLAGRON – Pure Zym (100 ml) Marca PLAGRON Producto Pure Zym Formato 100 ml Tasa de aplicación Añadir 1 ml de Pure Zym por 1 litro de agua (1:1000) N-P-K No aplica Características clave Mejorador de sustrato Descripción de PLAGRON – Pure Zym (100 ml) Dosificación y uso Agitar bien antes de usar. Añadir 1 ml de Pure Zym por 1 litro de agua (1:1000). Utilice esta solución en cada riego durante todo el período de cultivo. Pure Zym es adecuado para todos los sustratos de turba y coco. Cuando se utilice un sistema de riego, enjuagar las tuberías después de usar. ATENCIÓN: Este producto no es adecuado para métodos de cultivo hidrológico, como la técnica de película de nutrientes (NFT, por sus siglas en inglés), el cultivo en aguas profundas (DWC, por sus siglas en inglés) y la aeroponía. Características del empaque Volumen: 100 ml. Tipo de empaque: Botella plástica. Precauciones y advertencias Mantener fuera del alcance de los niños. No ingerir. Utilizar siguiendo las instrucciones. FAQ ¿Puedo combinar Pure Zym con Alga Grow y Alga Bloom? Sí, es posible. Las enzimas trabajan mejor en un entorno orgánico. Así que Pure Zym es ideal en combinación con Alga Grow y Alga Bloom. Mi solución nutritiva con Pure Zym tiene un olor extraño y/o se la ve turbia, ¿es esto un problema? No, es algo normal y no es perjudicial para tus plantas. Los componentes orgánicos en Pure Zym son los responsables de ello. Después de que se disuelven en el agua, con el tiempo comienza un proceso bacteriano natural, que provoca el olor y puede causar la turbidez en la solución. Pero esto no afecta de forma negativa a tus plantas. Links de interés Revisa todos los productos PLAGRON disponibles en La Nave Espacial. Entérate de novedades sobre PLAGRON en su Instagram . Una Pipeta o un Vaso graduado te serian de gran utilidad para dosificar este producto. La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/plagron-pure-zym-100-ml/
GROTEK – Core (1 litro),17000,,,,,1,"Marca: GROTEK Producto: Core Formato: 1 litro Origen: Orgánico. Derivado de Melaza de remolacha azucarera Características clave: Contiene nutrientes esenciales Apoya la biología beneficiosa del suelo Mejora el crecimiento de las plantas Tasa de aplicación: Mezclar 3-4 ml por 1 litro de agua N-P-K: 3-2-3 Análisis mínimo garantizado: Nitrógeno (N) total: 3,0% Ácido fosfórico disponible (P2O5): 2.0% Potasa soluble (K2O): 3,0% Derivado de: País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-core-1-litro/
GROTEK – Growth Max (1 litro),25000,,,,,1,"Marca: GROTEK Producto: Growth Max Formato: 1 litro Origen: Orgánico. Derivado de Quelpo (Ascophyllum nodosum) Características clave: Quelpo prensado en frío Apoya la actividad biológica en el suelo Proporciona minerales de origen marino Tasa de aplicación: Agregue 1 ml por litro de agua durante las etapas de crecimiento y floración temprana para complementar su programa de fertilizantes. N-P-K: 0,2-0,1-0,9 Análisis mínimo garantizado: Nitrógeno (N): 0,2% Ácido fosfórico disponible (P2O5): 0.1% Potasa soluble (K2O): 0,9% País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-growth-max-1-litro/
GROTEK – Rype (1 litro),29000,,,,,1,"Marca: GROTEK Producto: Rype Formato: 1 litro Origen: Orgánico. Derivado de Melaza de remolacha azucarera, jarabe de glucosa Características clave: Nutrientes para apoyar la fase de maduración Carbohidratos para alimentos microbianos Proteínas vegetales para un crecimiento explosivo Tasa de aplicación: Mezclar 1-2 ml por litro de agua después de que se haya desarrollado las flores, semillas o frutos. Continuar utilizándolo hasta 7 días antes de la cosecha. N-P-K: 3-0-0 Análisis mínimo garantizado: Nitrógeno (N) total: 3,0% (Nitrógeno amoniacal al 1,5%; 1,5% de otro nitrógeno soluble en agua) País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-rype-1-litro/
GROTEK – Micro Power (1 litro),24500,,,,,1,"Marca: GROTEK Producto: Micro Power Formato: 1 litro Origen: Orgánico. Derivado de Hidrolizado de proteína de soya, algas marinas, sulfato de magnesio, sulfato ferroso, sulfato de manganeso, sulfato de cobre, sulfato de zinc, tetraborato de sodio, molibdato de sodio. Características clave: Aporta micronutrientes esenciales Apoya el desarrollo de aceites esenciales Reduce las deficiencias de nutrientes Tasa de aplicación: Mezcle 1-2 ml por litro de agua cuando crezca en un medio inerte sin suelo o en cultivo de agua. N-P-K: 2-0-2 Análisis mínimo garantizado: Nitrógeno (N): 2.0% (0.84% Ammoniacal Nitrogen, 0.005% Nitrate Nitrogen, 1.15% Other Water Soluble Nitrogen) Potasio Soluble (K₂O): 2.0% Magnesio (Mg): 3.0% (3.0% Water Soluble Magnesium (Mg)) Azufre (S): 5.0% (5.0% Combined Sulfur) Boro (B): 0.02% Cobre (Cu): 0.02% (0.02% Water Soluble Copper (Cu)) Hierro (Fe): 0.3% (0.3% Water Soluble Iron (Fe)) Manganeso (Mn): 0.05% (0.05% Water Soluble Manganese (Mn)) Molibdeno (Mo): 0.001% (0.001% Water Soluble Molybdenum (Mo)) Zinc (Zn): 0.03% (0.03% Water Soluble Zinc (Zn)) País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-micro-power-1-litro/
GROTEK – Vital (1 litro),29500,,,,,1,"Marca: GROTEK Producto: Vital Formato: 1 litro Origen: Orgánico. Derivado de Carbonato de calcio Características clave: Contenido de cloruro ultra bajo Excelente para coco Apoya el vigor de la planta Tasa de aplicación: Mezcle 2-3 ml por litro de agua. En una mezcla sin suelo o un sistema de cultivo de agua, el producto debe usarse semanalmente. Apto para uso hidropónico. N-P-K: No aplica Análisis mínimo garantizado: Calcio (Ca): 5,0% País de origen: Canadá",https://lanaveespacial.cl/producto/grotek-vital-1-litro/
ANASAC – Bioestimulante Radicular (180 cc),7300,,,,,1,DESCRIPCIÓN ANASAC – Bioestimulante Radicular (180 cc) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/anasac-bioestimulante-radicular-180-cc/
ANASAC – Phyllum (150 ml),5700,,,,,1,DESCRIPCIÓN ANASAC – Phyllum (150 ml) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/anasac-phyllum-150-ml/
ADVANCED NUTRIENTS – Grow + Bloom + Micro (1 litro c/u),70000,80000,True,12.5,,4,"Marca: ADVANCED NUTRIENTS Producto: Grow + Bloom + Micro (pack de 3 productos) Contenido: Grow (1 litro) Bloom (1 litro) Micro (1 litro) Total: 3 litros NPK: 1-0-4, 1-3-4, 2-0-0 País de origen: España",https://lanaveespacial.cl/producto/advanced-nutrients-grow-bloom-micro-1-litro-c-u/
HESI – Complejo Radicular (100 ml),6200,,,,,2,"Marca: HESI Producto: Complejo Radicular Contenido: 100 ml Uso: Para un rápido desarrollo de las raíces de los esquejes no enraizados. Proporciona raíces fuertes y tallos gruesos. Primeros auxilios para las plantas enfermas. Dosis: 50 ml / 10 litro NPK: 0,2-0,3-0,5 País de origen: Países Bajos",https://lanaveespacial.cl/producto/hesi-complejo-radicular-100-ml/
WONDERLAND – Giant Buds PK 52-34 (120 g),9000,,,,,1,"DESCRIPCIÓN WONDERLAND – Giant Buds PK 52-34 (120 g) Fertilizante altamente concentrado en fósforo y potasio con el cual lograrás obtener grandes flores y frutos, generando cambios notorios en las primeras aplicaciones debido a que con este alto PK, se consigue aumentar la división celular, llevándolas al límite de producción. Aplicación: Comenzar a aplicar al observar los primeros brotes y dejar de aplicar 2 semanas antes de la cosecha. Es compatible en uso con bases de floración y engorde. Recomendamos dosis por semana y por planta de 0,1 g/L en caso de ser cultivador principiante. Si eres cultivador nivel profesional recomendamos 0,3 g/L, dosis por semana y por planta, ya que, regulando pH, EC e incluso temperatura del agua, nuestros cultivos podrán hacer mejor uso del alimento que se les brinda. Precaución: Irrita la piel y los ojos. Mantener fuera del alcance de los niños y animales. Manténgase alejado de alimentos y bebidas. En caso de contacto con ojos y piel, lávese de inmediato con abundante agua. Concentraciones             % P2O5                                52 K2O                                  34",https://lanaveespacial.cl/producto/wonderland-giant-buds-pk-52-34-120-g/
ADVANCED NUTRIENTS – Carbo Load (500 ml),19200,,,,,2,"DESCRIPCIÓN ADVANCED NUTRIENTS – Carbo Load (500 ml) en La Nave Espacial Growshop Puerto Montt Sobre ADVANCED NUTRIENTS Respaldada por más de dos décadas de investigación, Advanced Nutrients cuenta con un sistema completo de fertilizantes y bioestimulantes para el cultivo de cannabis que optimiza todas las fases del desarrollo de las plantas, desde la semilla hasta la senescencia, ayudando a que los cultivos alcancen su verdadero potencial genético. Cada uno de sus productos ha sido diseñado para maximizar los resultados, preservando la pureza de la planta con insumos de la más alta calidad. Hoy en día, los productores en más de 115 países confían en la tecnología de precisión y la innovación de Advanced Nutrients para lograr aumentos medibles en el rendimiento, la potencia y el sabor. Links de interés Revisa todos los productos ADVANCED NUTRIENTS disponibles en La Nave Espacial. Entérate de los planes de invasión de La Nave Espacial en su Instagram . La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/advanced-nutrients-carbo-load-500-ml/
ADVANCED NUTRIENTS – Connoisseur Grow A+B (500 ml c/u),30000,,,,,2,DESCRIPCIÓN ADVANCED NUTRIENTS – Connoisseur Grow A+B (500 ml c/u) en La Nave Espacial Growshop Puerto Montt.,https://lanaveespacial.cl/producto/advanced-nutrients-connoisseur-grow-ab-500-ml-c-u/
HESI – Crecimiento Hidro (500 ml),8000,,,,,1,DESCRIPCIÓN HESI – Crecimiento Hidro (500 ml). Fertilizante de crecimiento para cultivo hidropónico en La Nave Espacial Growshop Puerto Montt.,https://lanaveespacial.cl/producto/hesi-crecimiento-hidro-500-ml/
HESI – Floración Hidro (500 ml),8000,,,,,2,DESCRIPCIÓN HESI – Floración Hidro (500 ml). Fertilizante de floración para cultivo hidropónico en La Nave Espacial Growshop Puerto Montt.,https://lanaveespacial.cl/producto/hesi-floracion-hidro-500-ml/
TOP CROP – Top Veg (1 litro),11000,12000,True,8.3,,2,DESCRIPCIÓN TOP CROP – Top Veg (1 litro),https://lanaveespacial.cl/producto/top-crop-top-veg-1-litro/
TOP CROP – Top Bloom (1 litro),12000,14000,True,14.3,,2,DESCRIPCIÓN TOP CROP – Top Bloom (1 litro),https://lanaveespacial.cl/producto/top-crop-top-bloom-1-litro/
TOP CROP – PK 13-14 (1 litro),17400,,,,,1,DESCRIPCIÓN TOP CROP – PK 13-14 (1 litro),https://lanaveespacial.cl/producto/top-crop-pk-13-14-1-litro/
TOP CROP – Top Bud (100 ml),15600,,,,,1,DESCRIPCIÓN TOP CROP – Top Bud (100 ml),https://lanaveespacial.cl/producto/top-crop-top-bud-100-ml/
TOP CROP – Top Candy (1 litro),11000,,,,,2,DESCRIPCIÓN TOP CROP – Top Candy (1 litro),https://lanaveespacial.cl/producto/top-crop-top-candy-1-litro/
TOP CROP – Big One (250 ml),12000,,,,,1,DESCRIPCIÓN TOP CROP – Big One (250 ml),https://lanaveespacial.cl/producto/top-crop-big-one-250-ml/
TOP CROP – Bud Pack (600 ml),24000,,,,,1,DESCRIPCIÓN TOP CROP – Bud Pack (600 ml),https://lanaveespacial.cl/producto/top-crop-bud-pack-600-ml/
TOP CROP – Tripack Auto (600 ml),24000,,,,,2,DESCRIPCIÓN TOP CROP – Tripack Auto (600 ml),https://lanaveespacial.cl/producto/top-crop-tripack-auto-600-ml/
TOP CROP – Barrier (250 ml),4000,,,,,2,DESCRIPCIÓN TOP CROP – Barrier (250 ml),https://lanaveespacial.cl/producto/top-crop-barrier-250-ml/
ADVANCED NUTRIENTS – OG Organics Big Bud (250 ml),21200,,,,,1,"Categorías: Fertilizantes / Floración: Estimulantes Marca: ADVANCED NUTRIENTS Producto: OG Organics Big Bud Formato: 250 ml Uso: Estimulante de floración Aplicación: Disolver 2 ml de OG Organics Big Bud en 1 litro de agua NPK: 1-2-4 Análisis garantizado: Nitrógeno total (N) 1%; Fosfato disponible (P 2 O 5 ) 2%; Potasio Soluble (K 2 O) 4%; Calcio (Ca) 1%; Magnesio (Mg) 0,6%; Azufre (S) 2,3%; Hierro (Fe) 0,15% Derivado de: Lignosulfonato de calcio, hidrolizado de proteína de pescado, complejo de aminoácidos de hierro, sulfato de magnesio, ácido fosfórico, fosfato de roca, sulfato de potasa, como estabilizador para hidrolizado de proteína de pescado. País de origen: USA",https://lanaveespacial.cl/producto/advanced-nutrients-og-organics-big-bud-250-ml/
ADVANCED NUTRIENTS – OG Organics Big Bud (500 ml),38000,,,,,1,"Categorías: Fertilizantes / Floración: Estimulantes Marca: ADVANCED NUTRIENTS Producto: OG Organics Big Bud Formato: 500 ml Uso: Estimulante de floración Aplicación: Disolver 2 ml de OG Organics  Big Bud en 1 litro de agua NPK: 1-2-4 Análisis garantizado: Nitrógeno total (N) 1%; Fosfato disponible (P 2 O 5 ) 2%; Potasio Soluble (K 2 O) 4%; Calcio (Ca) 1%; Magnesio (Mg) 0,6%; Azufre (S) 2,3%; Hierro (Fe) 0,15% Derivado de: Lignosulfonato de calcio, hidrolizado de proteína de pescado, complejo de aminoácidos de hierro, sulfato de magnesio, ácido fosfórico, fosfato de roca, sulfato de potasa, como estabilizador para hidrolizado de proteína de pescado. País de origen: USA",https://lanaveespacial.cl/producto/advanced-nutrients-og-organics-big-bud-500-ml/
HELL WEED – CO2 (409 g),30000,,,,,1,"DESCRIPCIÓN HELL WEED – CO2 (409 g) CO2 Hell Weed está formulado con una tecnología que combina la eficiencia y la practicidad para proveer concentraciones adicionales de CO2 para tus plantas. Económico y sencillo de utilizar en habitaciones o invernaderos de cultivo, permite a tus plantas desarrollarse en forma masiva y producir cosechas generosas, llegando a duplicar su rendimiento. Esta tecnología permite aumentar la concentración media de CO2 que existe en el cultivo, desde 300ppm a 1500ppm, lo que traduce en un aumento significativo en el crecimiento de plantas ya que este gas aporta la principal estructura orgánica utilizada para construir tejidos vegetales, además de fortalecer la eficiencia fotosintéticas. Por su practicidad y eficiencia resulta una técnica ampliamente difundida y de fácil implementación. Este envase genera un aporte de co2 de 1200 hasta 1500 ppm, durante un periodo de 3 semanas a un cultivo indoor de hasta 120x120x200cm ¿Cómo se usa el HELL WEED CO2 – PGRP? Se añade 1L de agua sin cloro a una temperatura de 37° en la bolsa de HELL WEED CO2 – PGPR que viene dentro de la caja. Se coloca la tapa y se agita durante unos 3 minutos. Puede apoyar la caja en el piso de la habitación o invernadero cultivo si se cuenta con un ventilador para distribuir el aire, o puede colgarse ya que el gas es más pesado que el aire y cubrirá toda la planta.",https://lanaveespacial.cl/producto/hell-weed-co2-409-g/
ADVANCED NUTRIENTS – Sensizym (1 litro),48000,,,,,6,"Categorías: Enzimas Marca: ADVANCED NUTRIENTS Producto: Sensizym Formato: 1 litro Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Toda la fase de crecimiento y toda fase de floración, con excepción de la semana de lavado Análisis garantizado: Beta-glucanasa 10 unidades/ml Celulasa 850 unidades/ml Xilanasa 200 unidades/ml NPK: No aplica Derivado de: No aplica País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-sensizym-1-litro/
PLAGRON – Pure Zym (250 ml),11500,,,,,1,DESCRIPCIÓN PLAGRON – Pure Zym (250 ml),https://lanaveespacial.cl/producto/plagron-pure-zym-250-ml/
ADVANCED NUTRIENTS – Rhino Skin (1 litro),58000,,,,,17,DESCRIPCIÓN ADVANCED NUTRIENTS – Rhino Skin (1 litro),https://lanaveespacial.cl/producto/advanced-nutrients-rhino-skin-1-litro/
ADVANCED NUTRIENTS – Rhino Skin (500 ml),32300,,,,,4,DESCRIPCIÓN ADVANCED NUTRIENTS – Rhino Skin (500 ml),https://lanaveespacial.cl/producto/advanced-nutrients-rhino-skin-500-ml/
ADVANCED NUTRIENTS – Grow + Bloom + Micro (500 ml c/u),38900,48900,True,20.4,,2,"Marca: ADVANCED NUTRIENTS Producto: Grow + Bloom + Micro (pack de 3 productos) Contenido: Grow (500 ml) Bloom (500 ml) Micro (500 ml) Total: 1.5 litros NPK: 1-0-4, 1-3-4, 2-0-0 País de origen: España",https://lanaveespacial.cl/producto/advanced-nutrients-grow-bloom-micro-500-ml-c-u/
ADVANCED NUTRIENTS – Connoisseur Bloom A+B (500 ml c/u),30000,,,,,2,"Categorías: Fertilizante / Floración Marca: ADVANCED NUTRIENTS Producto: Connoisseur Bloom A+B Formato: 500 ml + 500 ml = 1 litro Uso: Toda la fase de floración, con excepción de la última semana Preparación: Disolver 4 ml de producto en 1 litro de agua Análisis garantizado: Parte A: Nitrógeno (N) 3%; Calcio (Ca) 2,2%; Magnesio (Mg) 0,7%; Manganeso (Mn) 0,05% Parte B: Nitrógeno (N) 2%; Fosfato disponible (P2O5) 4%; Potasio Soluble (K2O) 10%; Azufre (S) 0,4% NPK: Parte A: 3-0-0; Parte B: 2-4-10 Derivado de: Parte A: Complejo de aminoácidos de calcio, nitrato de calcio, complejo de aminoácidos de magnesio, nitrato de magnesio, complejo de aminoácidos de manganeso, manganeso EDTA, urea. Parte B: fosfato monoamónico, fosfato monopotásico, nitrato de potasio, sulfato de potasio. País de origen: EE.UU. / España",https://lanaveespacial.cl/producto/advanced-nutrients-connoisseur-bloom-ab-500-ml-c-u/
ADVANCED NUTRIENTS – Big Bud Powder (500 g),35000,,,,,2,"Marca: ADVANCED NUTRIENTS Producto: Big Bud Powder Formato: 500 g Características clave: Cultivos hidropónicos y Sistemas de fertilización continua, como aeropónicos y riego por goteo Aplicación: 0,5 g/litro NPK: 0-15-35 Análisis garantizado: Fosfato disponible (P 2 O 5 ) 15%; Potasio Soluble 35%; Azufre 10% Derivado de: Fosfato monopotásico, sulfato de potasio. País de origen: EE.UU.",https://lanaveespacial.cl/producto/advanced-nutrients-big-bud-powder-500-g/
ADVANCED NUTRIENTS – Carbo Load (250 ml),10500,,,,,2,"DESCRIPCIÓN ADVANCED NUTRIENTS – Carbo Load (250 ml) en La Nave Espacial Growshop Puerto Montt Sobre ADVANCED NUTRIENTS Respaldada por más de dos décadas de investigación, Advanced Nutrients cuenta con un sistema completo de fertilizantes y bioestimulantes para el cultivo de cannabis que optimiza todas las fases del desarrollo de las plantas, desde la semilla hasta la senescencia, ayudando a que los cultivos alcancen su verdadero potencial genético. Cada uno de sus productos ha sido diseñado para maximizar los resultados, preservando la pureza de la planta con insumos de la más alta calidad. Hoy en día, los productores en más de 115 países confían en la tecnología de precisión y la innovación de Advanced Nutrients para lograr aumentos medibles en el rendimiento, la potencia y el sabor. Links de interés Revisa todos los productos ADVANCED NUTRIENTS disponibles en La Nave Espacial. Entérate de los planes de invasión de La Nave Espacial en su Instagram . La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/advanced-nutrients-carbo-load-250-ml/
ADVANCED NUTRIENTS – Overdrive (250 ml),19800,24300,True,18.5,,2,"DESCRIPCIÓN ADVANCED NUTRIENTS – Overdrive (250 ml) en la Nave Espacial Growshop Puerto Montt Sobre ADVANCED NUTRIENTS Respaldada por más de dos décadas de investigación, Advanced Nutrients cuenta con un sistema completo de fertilizantes y bioestimulantes para el cultivo de cannabis que optimiza todas las fases del desarrollo de las plantas, desde la semilla hasta la senescencia, ayudando a que los cultivos alcancen su verdadero potencial genético. Cada uno de sus productos ha sido diseñado para maximizar los resultados, preservando la pureza de la planta con insumos de la más alta calidad. Hoy en día, los productores en más de 115 países confían en la tecnología de precisión y la innovación de Advanced Nutrients para lograr aumentos medibles en el rendimiento, la potencia y el sabor. Links de interés Revisa todos los productos ADVANCED NUTRIENTS disponibles en La Nave Espacial. Entérate de los planes de invasión de La Nave Espacial en su Instagram . La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/advanced-nutrients-overdrive-250-ml/
ADVANCED NUTRIENTS – Overdrive (500 ml),35600,41200,True,13.6,,1,"DESCRIPCIÓN ADVANCED NUTRIENTS – Overdrive (500 ml) en La Nave Espacial Growsop Puerto Montt Sobre ADVANCED NUTRIENTS Respaldada por más de dos décadas de investigación, Advanced Nutrients cuenta con un sistema completo de fertilizantes y bioestimulantes para el cultivo de cannabis que optimiza todas las fases del desarrollo de las plantas, desde la semilla hasta la senescencia, ayudando a que los cultivos alcancen su verdadero potencial genético. Cada uno de sus productos ha sido diseñado para maximizar los resultados, preservando la pureza de la planta con insumos de la más alta calidad. Hoy en día, los productores en más de 115 países confían en la tecnología de precisión y la innovación de Advanced Nutrients para lograr aumentos medibles en el rendimiento, la potencia y el sabor. Links de interés Revisa todos los productos ADVANCED NUTRIENTS disponibles en La Nave Espacial. Entérate de los planes de invasión de La Nave Espacial en su Instagram . La Nave Espacial Growshop – Smokeshop – Semillas Puerto Montt",https://lanaveespacial.cl/producto/advanced-nutrients-overdrive-500-ml/
ADVANCED NUTRIENTS – Sensizym (500 ml),26700,,,,,3,"Categorías: Enzimas Marca: ADVANCED NUTRIENTS Producto: Sensizym Formato: 500 ml Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Toda la fase de crecimiento y toda fase de floración, con excepción de la semana de lavado Análisis garantizado: Beta-glucanasa 10 unidades/ml Celulasa 850 unidades/ml Xilanasa 200 unidades/ml NPK: No aplica Derivado de: No aplica País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-sensizym-500-ml/
ADVANCED NUTRIENTS – Sensizym (250 ml),14900,,,,,1,"Categorías: Enzimas Marca: ADVANCED NUTRIENTS Producto: Sensizym Formato: 250 ml Preparación: Disolver 2 ml de producto en 1 litro de agua Uso: Toda la fase de crecimiento y toda fase de floración, con excepción de la semana de lavado Análisis garantizado: Beta-glucanasa 10 unidades/ml Celulasa 850 unidades/ml Xilanasa 200 unidades/ml NPK: No aplica Derivado de: No aplica País de origen: USA / España",https://lanaveespacial.cl/producto/advanced-nutrients-sensizym-250-ml/
ADVANCED NUTRIENTS – Connoisseur Bloom A+B (1 litro c/u),54000,,,,,5,"Categorías: Fertilizante / Floración Marca: ADVANCED NUTRIENTS Producto: Connoisseur Bloom A+B Formato: 1 litro + 1 litro = 2 litros Uso: Toda la fase de floración, con excepción de la última semana Preparación: Disolver 4 ml de producto en 1 litro de agua Análisis garantizado: Parte A: Nitrógeno (N) 3%; Calcio (Ca) 2,2%; Magnesio (Mg) 0,7%; Manganeso (Mn) 0,05% Parte B: Nitrógeno (N) 2%; Fosfato disponible (P2O5) 4%; Potasio Soluble (K2O) 10%; Azufre (S) 0,4% NPK: Parte A: 3-0-0; Parte B: 2-4-10 Derivado de: Parte A: Complejo de aminoácidos de calcio, nitrato de calcio, complejo de aminoácidos de magnesio, nitrato de magnesio, complejo de aminoácidos de manganeso, manganeso EDTA, urea. Parte B: fosfato monoamónico, fosfato monopotásico, nitrato de potasio, sulfato de potasio. País de origen: EE.UU. / España",https://lanaveespacial.cl/producto/advanced-nutrients-connoisseur-bloom-ab-1-litro-c-u/
CANNA – Terra Vega (1 litro),26000,,,,,1,CANNA – Terra Vega (1 litro) fertilizante de crecimiento en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/canna-terra-vega-1-litro/
CANNA – Terra Flores (1 litro),26000,,,,,1,DESCRIPCIÓN CANNA – Terra Flores (1 litro) fertilizante de floración en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/canna-terra-flores-1-litro/
TOP CROP – Top Auto (1 litro),11000,14500,True,24.1,,1,DESCRIPCIÓN TOP CROP – Top Auto (1 litro) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/top-crop-top-auto-1-litro/
CANNA – PK 13 14 (1 litro),21000,,,,,3,"DESCRIPCIÓN CANNA – PK 13 14 (1 litro), fertilizante apra la fase de floración, en La Nave Espacial Growshop Puerto Montt",https://lanaveespacial.cl/producto/canna-pk-13-14-1-litro/
CANNA – CannaZym (1 litro),31500,,,,,1,"DESCRIPCIÓN CANNA – CannaZym (1 litro) es un preparado enzimático de alta calidad que acelera el proceso de descomposición de la materia muerta de las raíces y activa microorganismos beneficiosos. CANNAZYM también ayuda a las plantas en la ingestión de nutrientes y aumenta su resistencia a las enfermedades. Las enzimas son sustancias que aceleran las reacciones en organismos vivos, teniendo un papel muy importante en nuestras digestión.",https://lanaveespacial.cl/producto/canna-cannazym-1-litro/
CANNA – Terra Flores (500 ml),15000,,,,,1,"DESCRIPCIÓN CANNA – Terra Flores (500 ml) fertilizante de floración en La Nave Espacial Growshop, Smokeshop y Semillas en Puerto Montt",https://lanaveespacial.cl/producto/canna-terra-flores-500-ml/
HESI – Boost (1 litro),15000,,,,,1,Marca: HESI Producto: Boost Contenido: 1 litro Uso: Acelerador de floración Composición: Pentóxido de fósforo (P 2 O 5 ) soluble en agua 1% Óxido de potasio (K 2 O) soluble en agua 1% Contiene concentrados de pantas y extractos de frutas Dosis: Irrigación: 20 ml / 10 litros de agua; Aplicación foliara: 10-20 ml / 10 litros de agua NPK: 0-1-1 País de origen: Países Bajos,https://lanaveespacial.cl/producto/hesi-boost-1-litro/
HESI – Complejo de Floración (1 litro),12500,,,,,1,DESCRIPCIÓN HESI – Complejo de Floración (1 litro) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/hesi-complejo-de-floracion-1-litro/
HESI – PK 13-14 (1 litro),13900,,,,,2,DESCRIPCIÓN HESI – PK 13-14 (1 litro) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/hesi-pk-13-14-1-litro/
HESI – Complejo Radicular (1 litro),35000,,,,,1,"Marca: HESI Producto: Complejo Radicular Contenido: 1 litro Uso: Para un rápido desarrollo de las raíces de los esquejes no enraizados. Proporciona raíces fuertes y tallos gruesos. Primeros auxilios para las plantas enfermas. Dosis: 50 ml / 10 litro NPK: 0,2-0,3-0,5 País de origen: Países Bajos",https://lanaveespacial.cl/producto/hesi-complejo-radicular-1-litro/
ATAMI – PK 13-14 (1 litro),12500,,,,,2,"Categorías: Fertilizantes; Floración: Estimulantes / PK Marca: ATAMI Producto: PK 13-14 Contenido: 1 litro Uso: Complemento a la nutrición NPK habitual para cultivos en tierra, hidro y coco Dosis: 0,25 – 1,5 ml por litro de agua. NPK: 0-13-14 País de origen: España",https://lanaveespacial.cl/producto/atami-pk-13-14-1-litro/
PLAGRON – Silic Rock (250 ml),10000,,,,,1,"Marca: PLAGRON Producto: Silic Rock Formato: 250 ml Características clave: Fertilizante de Silicio; El cilicio mejora la absorción de nutrientes y fortalece las paredes celulares y aumenta la resistencia Aplicación: 1 ml/litro NPK: 1,5-0-1,7 Análisis garantizado: Nitrógeno (N) 0,4%; Óxido de Potasio (K 2 O) soluble en agua 2,6%; Dióxido de silicio (SiO 2 ) 0,055% País de origen: Países Bajos",https://lanaveespacial.cl/producto/plagron-silic-rock-250-ml/
CANNA – Coco A + B (1 litro c/u),25000,,,,,1,"DESCRIPCIÓN CANNA – Coco A + B (1 litro c/u) en La Nave Espacial Growshop, Smokeshop y Semillas en Puerto Montt",https://lanaveespacial.cl/producto/canna-coco-a-b-1-litro-c-u/
ADVANCED NUTRIENTS – Bud Ignitor (1 litro),110000,135000,True,18.5,,2,DESCRIPCIÓN ADVANCED NUTRIENTS – Bud Ignitor (1 litro) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/advanced-nutrients-bud-ignitor-1-litro/
ADVANCED NUTRIENTS – Carbo Load (1 litro),34000,,,,,4,DESCRIPCIÓN ADVANCED NUTRIENTS – Carbo Load (1 litro) en La Nave Espacial Growshop Puerto Montt,https://lanaveespacial.cl/producto/advanced-nutrients-carbo-load-1-litro/
